Steps;Cars
840900;128
841200;132
841500;136
841800;83
842100;46
842400;144
842700;163
843000;157
843300;149
843600;141
843900;148
844200;144
844500;137
844800;149
845100;154
845400;151
845700;132
846000;15
846300;136
846600;134
846900;139
847200;139
847500;13
847800;145
848100;161
848400;144
848700;145
849000;141
849300;125
849600;122
849900;133
850200;14
850500;147
850800;139
851100;145
851400;144
851700;134
852000;139
852300;138
852600;153
852900;143
853200;145
853500;144
853800;132
854100;135
854400;134
854700;144
855000;135
855300;135
855600;144
855900;141
856200;131
856500;138
856800;144
857100;144
857400;142
857700;145
858000;147
858300;149
858600;145
858900;142
859200;146
859500;147
859800;142
860100;146
860400;142
860700;148
861000;133
861300;145
861600;14
861900;136
862200;151
862500;143
862800;147
863100;14
863400;117
863700;152
864000;119
864300;159
864600;143
864900;152
865200;144
865500;138
865800;134
866100;144
866400;142
866700;138
867000;138
867300;141
867600;146
867900;148
868200;149
868500;134
868800;156
869100;126
869400;154
869700;134
870000;161
870300;134
870600;157
870900;148
871200;14
871500;136
871800;133
872100;123
872400;146
872700;143
873000;126
873300;139
873600;145
873900;148
874200;152
874500;142
874800;142
875100;145
875400;139
875700;147
876000;119
876300;125
876600;135
876900;15
877200;117
877500;145
877800;144
878100;138
878400;14
878700;145
879000;14
879300;133
879600;161
879900;133
880200;139
880500;154
880800;143
881100;149
881400;157
881700;132
882000;134
882300;128
882600;137
882900;153
883200;137
883500;146
883800;14
884100;143
884400;147
884700;132
885000;156
885300;145
885600;133
885900;157
886200;148
886500;15
886800;144
887100;144
887400;14
887700;149
888000;134
888300;147
888600;138
888900;139
889200;147
889500;138
889800;143
890100;151
890400;145
890700;14
891000;138
891300;147
891600;139
891900;126
892200;124
892500;155
892800;139
893100;131
893400;144
893700;148
894000;137
894300;137
894600;144
894900;151
895200;139
895500;132
895800;152
896100;141
896400;162
896700;137
897000;135
897300;126
897600;146
897900;13
898200;145
898500;149
898800;129
899100;15
899400;147
899700;139
900300;136
900600;155
900900;139
901200;155
901500;15
901800;145
902100;128
902400;146
902700;144
903000;138
903300;153
903600;132
903900;127
904200;15
904500;144
904800;149
905100;14
905400;127
905700;125
906000;122
906300;132
906600;148
906900;149
907200;146
907500;137
907800;152
908100;138
908400;135
908700;146
909000;153
909300;123
909600;143
909900;151
910200;144
910500;139
910800;152
911100;127
911400;144
911700;141
912000;142
912300;144
912600;138
912900;151
913200;142
913500;143
913800;147
914100;152
914400;12
914700;102
915000;98
915300;121
915600;122
915900;128
916200;132
916500;136
916800;83
917100;46
917400;144
917700;163
918000;157
918300;149
918600;141
918900;148
919200;144
919500;137
919800;149
920100;154
920400;151
920700;132
921000;15
921300;136
921600;134
921900;139
922200;139
922500;13
922800;145
923100;161
923400;144
923700;145
924000;141
924300;125
924600;122
924900;133
925200;14
925500;147
925800;139
926100;145
926400;144
926700;134
927000;139
927300;138
927600;153
927900;143
928200;145
928500;144
928800;132
929100;135
929400;134
929700;144
930000;135
930300;135
930600;144
930900;141
931200;131
931500;138
931800;144
932100;144
932400;142
932700;145
933000;147
933300;149
933600;145
933900;142
934200;146
934500;147
934800;142
935100;146
935400;142
935700;148
936000;133
936300;145
936600;14
936900;136
937200;151
937500;143
937800;147
938100;14
938400;117
938700;152
939000;119
939300;159
939600;143
939900;152
940200;144
940500;138
940800;134
941100;144
941400;142
941700;138
942000;138
942300;141
942600;146
942900;148
943200;149
943500;134
943800;156
944100;126
944400;154
944700;134
945000;161
945300;134
945600;157
945900;148
946200;14
946500;136
946800;133
947100;123
947400;146
947700;143
948000;126
948300;139
948600;145
948900;148
949200;152
949500;142
949800;142
950100;145
950400;139
950700;147
951000;119
951300;125
951600;135
951900;15
952200;117
952500;145
952800;144
953100;138
953400;14
953700;145
954000;14
954300;133
954600;161
954900;133
955200;139
955500;154
955800;143
956100;149
956400;157
956700;132
957000;134
957300;128
957600;137
957900;153
958200;137
958500;146
958800;14
959100;143
959400;147
959700;132
960000;156
960300;145
960600;133
960900;157
961200;148
961500;15
961800;144
962100;144
962400;14
962700;149
963000;134
963300;147
963600;138
963900;139
964200;147
964500;138
964800;143
965100;151
965400;145
965700;14
966000;138
966300;147
966600;139
966900;126
967200;124
967500;155
967800;139
968100;131
968400;144
968700;148
969000;137
969300;137
969600;144
969900;151
970200;139
970500;132
970800;152
971100;141
971400;162
971700;137
972000;135
972300;126
972600;146
972900;13
973200;145
973500;149
973800;129
974100;15
974400;147
974700;139
975300;136
975600;155
975900;139
976200;155
976500;15
976800;145
977100;128
977400;146
977700;144
978000;138
978300;153
978600;132
978900;127
979200;15
979500;144
979800;149
980100;14
980400;127
980700;125
981000;122
981300;132
981600;148
981900;149
982200;146
982500;137
982800;152
983100;138
983400;135
983700;146
984000;153
984300;123
984600;143
984900;151
985200;144
985500;139
985800;152
986100;127
986400;144
986700;141
987000;142
987300;144
987600;138
987900;151
988200;142
988500;143
988800;147
989100;152
989400;12
989700;102
990000;98
990300;121
990600;122
990900;128
991200;132
991500;136
991800;83
992100;46
992400;144
992700;163
993000;157
993300;149
993600;141
993900;148
994200;144
994500;137
994800;149
995100;154
995400;151
995700;132
996000;15
996300;136
996600;134
996900;139
997200;139
997500;13
997800;145
998100;161
998400;144
998700;145
999000;141
999300;125
999600;122
999900;133
1000200;14
1000500;147
1000800;139
1001100;145
1001400;144
1001700;134
1002000;139
1002300;138
1002600;153
1002900;143
1003200;145
1003500;144
1003800;132
1004100;135
1004400;134
1004700;144
1005000;135
1005300;135
1005600;144
1005900;141
1006200;131
1006500;138
1006800;144
1007100;144
1007400;142
1007700;145
1008000;147
1008300;149
1008600;145
1008900;142
1009200;146
1009500;147
1009800;142
1010100;146
1010400;142
1010700;148
1011000;133
1011300;145
1011600;14
1011900;136
1012200;151
1012500;143
1012800;147
1013100;14
1013400;117
1013700;152
1014000;119
1014300;159
1014600;143
1014900;152
1015200;144
1015500;138
1015800;134
1016100;144
1016400;142
1016700;138
1017000;138
1017300;141
1017600;146
1017900;148
1018200;149
1018500;134
1018800;156
1019100;126
1019400;154
1019700;134
1020000;161
1020300;134
1020600;157
1020900;148
1021200;14
1021500;136
1021800;133
1022100;123
1022400;146
1022700;143
1023000;126
1023300;139
1023600;145
1023900;148
1024200;152
1024500;142
1024800;142
1025100;145
1025400;139
1025700;147
1026000;119
1026300;125
1026600;135
1026900;15
1027200;117
1027500;145
1027800;144
1028100;138
1028400;14
1028700;145
1029000;14
1029300;133
1029600;161
1029900;133
1030200;139
1030500;154
1030800;143
1031100;149
1031400;157
1031700;132
1032000;134
1032300;128
1032600;137
1032900;153
1033200;137
1033500;146
1033800;14
1034100;143
1034400;147
1034700;132
1035000;156
1035300;145
1035600;133
1035900;157
1036200;148
1036500;15
1036800;144
1037100;144
1037400;14
1037700;149
1038000;134
1038300;147
1038600;138
1038900;139
1039200;147
1039500;138
1039800;143
1040100;151
1040400;145
1040700;14
1041000;138
1041300;147
1041600;139
1041900;126
1042200;124
1042500;155
1042800;139
1043100;131
1043400;144
1043700;148
1044000;137
1044300;137
1044600;144
1044900;151
1045200;139
1045500;132
1045800;152
1046100;141
1046400;162
1046700;137
1047000;135
1047300;126
1047600;146
1047900;13
1048200;145
1048500;149
1048800;129
1049100;15
1049400;147
1049700;139
1050300;136
1050600;155
1050900;139
1051200;155
1051500;15
1051800;145
1052100;128
1052400;146
1052700;144
1053000;138
1053300;153
1053600;132
1053900;127
1054200;15
1054500;144
1054800;149
1055100;14
1055400;127
1055700;125
1056000;122
1056300;132
1056600;148
1056900;149
1057200;146
1057500;137
1057800;152
1058100;138
1058400;135
1058700;146
1059000;153
1059300;123
1059600;143
1059900;151
1060200;144
1060500;139
1060800;152
1061100;127
1061400;144
1061700;141
1062000;142
1062300;144
1062600;138
1062900;151
1063200;142
1063500;143
1063800;147
1064100;152
1064400;12
1064700;102
1065000;98
1065300;121
1065600;122
1065900;128
1066200;132
1066500;136
1066800;83
1067100;46
1067400;144
1067700;163
1068000;157
1068300;149
1068600;141
1068900;148
1069200;144
1069500;137
1069800;149
1070100;154
1070400;151
1070700;132
1071000;15
1071300;136
1071600;134
1071900;139
1072200;139
1072500;13
1072800;145
1073100;161
1073400;144
1073700;145
1074000;141
1074300;125
1074600;122
1074900;133
1075200;14
1075500;147
1075800;139
1076100;145
1076400;144
1076700;134
1077000;139
1077300;138
1077600;153
1077900;143
1078200;145
1078500;144
1078800;132
1079100;135
1079400;134
1079700;144
1080000;135
1080300;135
1080600;144
1080900;141
1081200;131
1081500;138
1081800;144
1082100;144
1082400;142
1082700;145
1083000;147
1083300;149
1083600;145
1083900;142
1084200;146
1084500;147
1084800;142
1085100;146
1085400;142
1085700;148
1086000;133
1086300;145
1086600;14
1086900;136
1087200;151
1087500;143
1087800;147
1088100;14
1088400;117
1088700;152
1089000;119
1089300;159
1089600;143
1089900;152
1090200;144
1090500;138
1090800;134
1091100;144
1091400;142
1091700;138
1092000;138
1092300;141
1092600;146
1092900;148
1093200;149
1093500;134
1093800;156
1094100;126
1094400;154
1094700;134
1095000;161
1095300;134
1095600;157
1095900;148
1096200;14
1096500;136
1096800;133
1097100;123
1097400;146
1097700;143
1098000;126
1098300;139
1098600;145
1098900;148
1099200;152
1099500;142
1099800;142
1100100;145
1100400;139
1100700;147
1101000;119
1101300;125
1101600;135
1101900;15
1102200;117
1102500;145
1102800;144
1103100;138
1103400;14
1103700;145
1104000;14
1104300;133
1104600;161
1104900;133
1105200;139
1105500;154
1105800;143
1106100;149
1106400;157
1106700;132
1107000;134
1107300;128
1107600;137
1107900;153
1108200;137
1108500;146
1108800;14
1109100;143
1109400;147
1109700;132
1110000;156
1110300;145
1110600;133
1110900;157
1111200;148
1111500;15
1111800;144
1112100;144
1112400;14
1112700;149
1113000;134
1113300;147
1113600;138
1113900;139
1114200;147
1114500;138
1114800;143
1115100;151
1115400;145
1115700;14
1116000;138
1116300;147
1116600;139
1116900;126
1117200;124
1117500;155
1117800;139
1118100;131
1118400;144
1118700;148
1119000;137
1119300;137
1119600;144
1119900;151
1120200;139
1120500;132
1120800;152
1121100;141
1121400;162
1121700;137
1122000;135
1122300;126
1122600;146
1122900;13
1123200;145
1123500;149
1123800;129
1124100;15
1124400;147
1124700;139
1125300;136
1125600;155
1125900;139
1126200;155
1126500;15
1126800;145
1127100;128
1127400;146
1127700;144
1128000;138
1128300;153
1128600;132
1128900;127
1129200;15
1129500;144
1129800;149
1130100;14
1130400;127
1130700;125
1131000;122
1131300;132
1131600;148
1131900;149
1132200;146
1132500;137
1132800;152
1133100;138
1133400;135
1133700;146
1134000;153
1134300;123
1134600;143
1134900;151
1135200;144
1135500;139
1135800;152
1136100;127
1136400;144
1136700;141
1137000;142
1137300;144
1137600;138
1137900;151
1138200;142
1138500;143
1138800;147
1139100;152
1139400;12
1139700;102
1140000;98
1140300;121
1140600;122
1140900;128
1141200;132
1141500;136
1141800;83
1142100;46
1142400;144
1142700;163
1143000;157
1143300;149
1143600;141
1143900;148
1144200;144
1144500;137
1144800;149
1145100;154
1145400;151
1145700;132
1146000;15
1146300;136
1146600;134
1146900;139
1147200;139
1147500;13
1147800;145
1148100;161
1148400;144
1148700;145
1149000;141
1149300;125
1149600;122
1149900;133
1150200;14
1150500;147
1150800;139
1151100;145
1151400;144
1151700;134
1152000;139
1152300;138
1152600;153
1152900;143
1153200;145
1153500;144
1153800;132
1154100;135
1154400;134
1154700;144
1155000;135
1155300;135
1155600;144
1155900;141
1156200;131
1156500;138
1156800;144
1157100;144
1157400;142
1157700;145
1158000;147
1158300;149
1158600;145
1158900;142
1159200;146
1159500;147
1159800;142
1160100;146
1160400;142
1160700;148
1161000;133
1161300;145
1161600;14
1161900;136
1162200;151
1162500;143
1162800;147
1163100;14
1163400;117
1163700;152
1164000;119
1164300;159
1164600;143
1164900;152
1165200;144
1165500;138
1165800;134
1166100;144
1166400;142
1166700;138
1167000;138
1167300;141
1167600;146
1167900;148
1168200;149
1168500;134
1168800;156
1169100;126
1169400;154
1169700;134
1170000;161
1170300;134
1170600;157
1170900;148
1171200;14
1171500;136
1171800;133
1172100;123
1172400;146
1172700;143
1173000;126
1173300;139
1173600;145
1173900;148
1174200;152
1174500;142
1174800;142
1175100;145
1175400;139
1175700;147
1176000;119
1176300;125
1176600;135
1176900;15
1177200;117
1177500;145
1177800;144
1178100;138
1178400;14
1178700;145
1179000;14
1179300;133
1179600;161
1179900;133
1180200;139
1180500;154
1180800;143
1181100;149
1181400;157
1181700;132
1182000;134
1182300;128
1182600;137
1182900;153
1183200;137
1183500;146
1183800;14
1184100;143
1184400;147
1184700;132
1185000;156
1185300;145
1185600;133
1185900;157
1186200;148
1186500;15
1186800;144
1187100;144
1187400;14
1187700;149
1188000;134
1188300;147
1188600;138
1188900;139
1189200;147
1189500;138
1189800;143
1190100;151
1190400;145
1190700;14
1191000;138
1191300;147
1191600;139
1191900;126
1192200;124
1192500;155
1192800;139
1193100;131
1193400;144
1193700;148
1194000;137
1194300;137
1194600;144
1194900;151
1195200;139
1195500;132
1195800;152
1196100;141
1196400;162
1196700;137
1197000;135
1197300;126
1197600;146
1197900;13
1198200;145
1198500;149
1198800;129
1199100;15
1199400;147
1199700;139
1200300;136
1200600;155
1200900;139
1201200;155
1201500;15
1201800;145
1202100;128
1202400;146
1202700;144
1203000;138
1203300;153
1203600;132
1203900;127
1204200;15
1204500;144
1204800;149
1205100;14
1205400;127
1205700;125
1206000;122
1206300;132
1206600;148
1206900;149
1207200;146
1207500;137
1207800;152
1208100;138
1208400;135
1208700;146
1209000;153
1209300;123
1209600;143
1209900;151
1210200;144
1210500;139
1210800;152
1211100;127
1211400;144
1211700;141
1212000;142
1212300;144
1212600;138
1212900;151
1213200;142
1213500;143
1213800;147
1214100;152
1214400;12
1214700;102
1215000;98
1215300;121
1215600;122
1215900;128
1216200;132
1216500;136
1216800;83
1217100;46
1217400;144
1217700;163
1218000;157
1218300;149
1218600;141
1218900;148
1219200;144
1219500;137
1219800;149
1220100;154
1220400;151
1220700;132
1221000;15
1221300;136
1221600;134
1221900;139
1222200;139
1222500;13
1222800;145
1223100;161
1223400;144
1223700;145
1224000;141
1224300;125
1224600;122
1224900;133
1225200;14
1225500;147
1225800;139
1226100;145
1226400;144
1226700;134
1227000;139
1227300;138
1227600;153
1227900;143
1228200;145
1228500;144
1228800;132
1229100;135
1229400;134
1229700;144
1230000;135
1230300;135
1230600;144
1230900;141
1231200;131
1231500;138
1231800;144
1232100;144
1232400;142
1232700;145
1233000;147
1233300;149
1233600;145
1233900;142
1234200;146
1234500;147
1234800;142
1235100;146
1235400;142
1235700;148
1236000;133
1236300;145
1236600;14
1236900;136
1237200;151
1237500;143
1237800;147
1238100;14
1238400;117
1238700;152
1239000;119
1239300;159
1239600;143
1239900;152
1240200;144
1240500;138
1240800;134
1241100;144
1241400;142
1241700;138
1242000;138
1242300;141
1242600;146
1242900;148
1243200;149
1243500;134
1243800;156
1244100;126
1244400;154
1244700;134
1245000;161
1245300;134
1245600;157
1245900;148
1246200;14
1246500;136
1246800;133
1247100;123
1247400;146
1247700;143
1248000;126
1248300;139
1248600;145
1248900;148
1249200;152
1249500;142
1249800;142
1250100;145
1250400;139
1250700;147
1251000;119
1251300;125
1251600;135
1251900;15
1252200;117
1252500;145
1252800;144
1253100;138
1253400;14
1253700;145
1254000;14
1254300;133
1254600;161
1254900;133
1255200;139
1255500;154
1255800;143
1256100;149
1256400;157
1256700;132
1257000;134
1257300;128
1257600;137
1257900;153
1258200;137
1258500;146
1258800;14
1259100;143
1259400;147
1259700;132
1260000;156
1260300;145
1260600;133
1260900;157
1261200;148
1261500;15
1261800;144
1262100;144
1262400;14
1262700;149
1263000;134
1263300;147
1263600;138
1263900;139
1264200;147
1264500;138
1264800;143
1265100;151
1265400;145
1265700;14
1266000;138
1266300;147
1266600;139
1266900;126
1267200;124
1267500;155
1267800;139
1268100;131
1268400;144
1268700;148
1269000;137
1269300;137
1269600;144
1269900;151
1270200;139
1270500;132
1270800;152
1271100;141
1271400;162
1271700;137
1272000;135
1272300;126
1272600;146
1272900;13
1273200;145
1273500;149
1273800;129
1274100;15
1274400;147
1274700;139
1275300;136
1275600;155
1275900;139
1276200;155
1276500;15
1276800;145
1277100;128
1277400;146
1277700;144
1278000;138
1278300;153
1278600;132
1278900;127
1279200;15
1279500;144
1279800;149
1280100;14
1280400;127
1280700;125
1281000;122
1281300;132
1281600;148
1281900;149
1282200;146
1282500;137
1282800;152
1283100;138
1283400;135
1283700;146
1284000;153
1284300;123
1284600;143
1284900;151
1285200;144
1285500;139
1285800;152
1286100;127
1286400;144
1286700;141
1287000;142
1287300;144
1287600;138
1287900;151
1288200;142
1288500;143
1288800;147
1289100;152
1289400;12
1289700;102
1290000;98
1290300;121
1290600;122
1290900;128
1291200;132
1291500;136
1291800;83
1292100;46
1292400;144
1292700;163
1293000;157
1293300;149
1293600;141
1293900;148
1294200;144
1294500;137
1294800;149
1295100;154
1295400;151
1295700;132
1296000;15
1296300;136
1296600;134
1296900;139
1297200;139
1297500;13
1297800;145
1298100;161
1298400;144
1298700;145
1299000;141
1299300;125
1299600;122
1299900;133
1300200;14
1300500;147
1300800;139
1301100;145
1301400;144
1301700;134
1302000;139
1302300;138
1302600;153
1302900;143
1303200;145
1303500;144
1303800;132
1304100;135
1304400;134
1304700;144
1305000;135
1305300;135
1305600;144
1305900;141
1306200;131
1306500;138
1306800;144
1307100;144
1307400;142
1307700;145
1308000;147
1308300;149
1308600;145
1308900;142
1309200;146
1309500;147
1309800;142
1310100;146
1310400;142
1310700;148
1311000;133
1311300;145
1311600;14
1311900;136
1312200;151
1312500;143
1312800;147
1313100;14
1313400;117
1313700;152
1314000;119
1314300;159
1314600;143
1314900;152
1315200;144
1315500;138
1315800;134
1316100;144
1316400;142
1316700;138
1317000;138
1317300;141
1317600;146
1317900;148
1318200;149
1318500;134
1318800;156
1319100;126
1319400;154
1319700;134
1320000;161
1320300;134
1320600;157
1320900;148
1321200;14
1321500;136
1321800;133
1322100;123
1322400;146
1322700;143
1323000;126
1323300;139
1323600;145
1323900;148
1324200;152
1324500;142
1324800;142
1325100;145
1325400;139
1325700;147
1326000;119
1326300;125
1326600;135
1326900;15
1327200;117
1327500;145
1327800;144
1328100;138
1328400;14
1328700;145
1329000;14
1329300;133
1329600;161
1329900;133
1330200;139
1330500;154
1330800;143
1331100;149
1331400;157
1331700;132
1332000;134
1332300;128
1332600;137
1332900;153
1333200;137
1333500;146
1333800;14
1334100;143
1334400;147
1334700;132
1335000;156
1335300;145
1335600;133
1335900;157
1336200;148
1336500;15
1336800;144
1337100;144
1337400;14
1337700;149
1338000;134
1338300;147
1338600;138
1338900;139
1339200;147
1339500;138
1339800;143
1340100;151
1340400;145
1340700;14
1341000;138
1341300;147
1341600;139
1341900;126
1342200;124
1342500;155
1342800;139
1343100;131
1343400;144
1343700;148
1344000;137
1344300;137
1344600;144
1344900;151
1345200;139
1345500;132
1345800;152
1346100;141
1346400;162
1346700;137
1347000;135
1347300;126
1347600;146
1347900;13
1348200;145
1348500;149
1348800;129
1349100;15
1349400;147
1349700;139
1350300;136
1350600;155
1350900;139
1351200;155
1351500;15
1351800;145
1352100;128
1352400;146
1352700;144
1353000;138
1353300;153
1353600;132
1353900;127
1354200;15
1354500;144
1354800;149
1355100;14
1355400;127
1355700;125
1356000;122
1356300;132
1356600;148
1356900;149
1357200;146
1357500;137
1357800;152
1358100;138
1358400;135
1358700;146
1359000;153
1359300;123
1359600;143
1359900;151
1360200;144
1360500;139
1360800;152
1361100;127
1361400;144
1361700;141
1362000;142
1362300;144
1362600;138
1362900;151
1363200;142
1363500;143
1363800;147
1364100;152
1364400;12
1364700;102
1365000;98
1365300;121
1365600;122
1365900;128
1366200;132
1366500;136
1366800;83
1367100;46
1367400;144
1367700;163
1368000;157
1368300;149
1368600;141
1368900;148
1369200;144
1369500;137
1369800;149
1370100;154
1370400;151
1370700;132
1371000;15
1371300;136
1371600;134
1371900;139
1372200;139
1372500;13
1372800;145
1373100;161
1373400;144
1373700;145
1374000;141
1374300;125
1374600;122
1374900;133
1375200;14
1375500;147
1375800;139
1376100;145
1376400;144
1376700;134
1377000;139
1377300;138
1377600;153
1377900;143
1378200;145
1378500;144
1378800;132
1379100;135
1379400;134
1379700;144
1380000;135
1380300;135
1380600;144
1380900;141
1381200;131
1381500;138
1381800;144
1382100;144
1382400;142
1382700;145
1383000;147
1383300;149
1383600;145
1383900;142
1384200;146
1384500;147
1384800;142
1385100;146
1385400;142
1385700;148
1386000;133
1386300;145
1386600;14
1386900;136
1387200;151
1387500;143
1387800;147
1388100;14
1388400;117
1388700;152
1389000;119
1389300;159
1389600;143
1389900;152
1390200;144
1390500;138
1390800;134
1391100;144
1391400;142
1391700;138
1392000;138
1392300;141
1392600;146
1392900;148
1393200;149
1393500;134
1393800;156
1394100;126
1394400;154
1394700;134
1395000;161
1395300;134
1395600;157
1395900;148
1396200;14
1396500;136
1396800;133
1397100;123
1397400;146
1397700;143
1398000;126
1398300;139
1398600;145
1398900;148
1399200;152
1399500;142
1399800;142
1400100;145
1400400;139
1400700;147
1401000;119
1401300;125
1401600;135
1401900;15
1402200;117
1402500;145
1402800;144
1403100;138
1403400;14
1403700;145
1404000;14
1404300;133
1404600;161
1404900;133
1405200;139
1405500;154
1405800;143
1406100;149
1406400;157
1406700;132
1407000;134
1407300;128
1407600;137
1407900;153
1408200;137
1408500;146
1408800;14
1409100;143
1409400;147
1409700;132
1410000;156
1410300;145
1410600;133
1410900;157
1411200;148
1411500;15
1411800;144
1412100;144
1412400;14
1412700;149
1413000;134
1413300;147
1413600;138
1413900;139
1414200;147
1414500;138
1414800;143
1415100;151
1415400;145
1415700;14
1416000;138
1416300;147
1416600;139
1416900;126
1417200;124
1417500;155
1417800;139
1418100;131
1418400;144
1418700;148
1419000;137
1419300;137
1419600;144
1419900;151
1420200;139
1420500;132
1420800;152
1421100;141
1421400;162
1421700;137
1422000;135
1422300;126
1422600;146
1422900;13
1423200;145
1423500;149
1423800;129
1424100;15
1424400;147
1424700;139
1425300;136
1425600;155
1425900;139
1426200;155
1426500;15
1426800;145
1427100;128
1427400;146
1427700;144
1428000;138
1428300;153
1428600;132
1428900;127
1429200;15
1429500;144
1429800;149
1430100;14
1430400;127
1430700;125
1431000;122
1431300;132
1431600;148
1431900;149
1432200;146
1432500;137
1432800;152
1433100;138
1433400;135
1433700;146
1434000;153
1434300;123
1434600;143
1434900;151
1435200;144
1435500;139
1435800;152
1436100;127
1436400;144
1436700;141
1437000;142
1437300;144
1437600;138
1437900;151
1438200;142
1438500;143
1438800;147
1439100;152
1439400;12
1439700;102
1440000;98
1440300;121
1440600;122
1440900;128
1441200;132
1441500;136
1441800;83
1442100;46
1442400;144
1442700;163
1443000;157
1443300;149
1443600;141
1443900;148
1444200;144
1444500;137
1444800;149
1445100;154
1445400;151
1445700;132
1446000;15
1446300;136
1446600;134
1446900;139
1447200;139
1447500;13
1447800;145
1448100;161
1448400;144
1448700;145
1449000;141
1449300;125
1449600;122
1449900;133
1450200;14
1450500;147
1450800;139
1451100;145
1451400;144
1451700;134
1452000;139
1452300;138
1452600;153
1452900;143
1453200;145
1453500;144
1453800;132
1454100;135
1454400;134
1454700;144
1455000;135
1455300;135
1455600;144
1455900;141
1456200;131
1456500;138
1456800;144
1457100;144
1457400;142
1457700;145
1458000;147
1458300;149
1458600;145
1458900;142
1459200;146
1459500;147
1459800;142
1460100;146
1460400;142
1460700;148
1461000;133
1461300;145
1461600;14
1461900;136
1462200;151
1462500;143
1462800;147
1463100;14
1463400;117
1463700;152
1464000;119
1464300;159
1464600;143
1464900;152
1465200;144
1465500;138
1465800;134
1466100;144
1466400;142
1466700;138
1467000;138
1467300;141
1467600;146
1467900;148
1468200;149
1468500;134
1468800;156
1469100;126
1469400;154
1469700;134
1470000;161
1470300;134
1470600;157
1470900;148
1471200;14
1471500;136
1471800;133
1472100;123
1472400;146
1472700;143
1473000;126
1473300;139
1473600;145
1473900;148
1474200;152
1474500;142
1474800;142
1475100;145
1475400;139
1475700;147
1476000;119
1476300;125
1476600;135
1476900;15
1477200;117
1477500;145
1477800;144
1478100;138
1478400;14
1478700;145
1479000;14
1479300;133
1479600;161
1479900;133
1480200;139
1480500;154
1480800;143
1481100;149
1481400;157
1481700;132
1482000;134
1482300;128
1482600;137
1482900;153
1483200;137
1483500;146
1483800;14
1484100;143
1484400;147
1484700;132
1485000;156
1485300;145
1485600;133
1485900;157
1486200;148
1486500;15
1486800;144
1487100;144
1487400;14
1487700;149
1488000;134
1488300;147
1488600;138
1488900;139
1489200;147
1489500;138
1489800;143
1490100;151
1490400;145
1490700;14
1491000;138
1491300;147
1491600;139
1491900;126
1492200;124
1492500;155
1492800;139
1493100;131
1493400;144
1493700;148
1494000;137
1494300;137
1494600;144
1494900;151
1495200;139
1495500;132
1495800;152
1496100;141
1496400;162
1496700;137
1497000;135
1497300;126
1497600;146
1497900;13
1498200;145
1498500;149
1498800;129
1499100;15
1499400;147
1499700;139
1500300;136
1500600;155
1500900;139
1501200;155
1501500;15
1501800;145
1502100;128
1502400;146
1502700;144
1503000;138
1503300;153
1503600;132
1503900;127
1504200;15
1504500;144
1504800;149
1505100;14
1505400;127
1505700;125
1506000;122
1506300;132
1506600;148
1506900;149
1507200;146
1507500;137
1507800;152
1508100;138
1508400;135
1508700;146
1509000;153
1509300;123
1509600;143
1509900;151
1510200;144
1510500;139
1510800;152
1511100;127
1511400;144
1511700;141
1512000;142
1512300;144
1512600;138
1512900;151
1513200;142
1513500;143
1513800;147
1514100;152
1514400;12
1514700;102
1515000;98
1515300;121
1515600;122
1515900;128
1516200;132
1516500;136
1516800;83
1517100;46
1517400;144
1517700;163
1518000;157
1518300;149
1518600;141
1518900;148
1519200;144
1519500;137
1519800;149
1520100;154
1520400;151
1520700;132
1521000;15
1521300;136
1521600;134
1521900;139
1522200;139
1522500;13
1522800;145
1523100;161
1523400;144
1523700;145
1524000;141
1524300;125
1524600;122
1524900;133
1525200;14
1525500;147
1525800;139
1526100;145
1526400;144
1526700;134
1527000;139
1527300;138
1527600;153
1527900;143
1528200;145
1528500;144
1528800;132
1529100;135
1529400;134
1529700;144
1530000;135
1530300;135
1530600;144
1530900;141
1531200;131
1531500;138
1531800;144
1532100;144
1532400;142
1532700;145
1533000;147
1533300;149
1533600;145
1533900;142
1534200;146
1534500;147
1534800;142
1535100;146
1535400;142
1535700;148
1536000;133
1536300;145
1536600;14
1536900;136
1537200;151
1537500;143
1537800;147
1538100;14
1538400;117
1538700;152
1539000;119
1539300;159
1539600;143
1539900;152
1540200;144
1540500;138
1540800;134
1541100;144
1541400;142
1541700;138
1542000;138
1542300;141
1542600;146
1542900;148
1543200;149
1543500;134
1543800;156
1544100;126
1544400;154
1544700;134
1545000;161
1545300;134
1545600;157
1545900;148
1546200;14
1546500;136
1546800;133
1547100;123
1547400;146
1547700;143
1548000;126
1548300;139
1548600;145
1548900;148
1549200;152
1549500;142
1549800;142
1550100;145
1550400;139
1550700;147
1551000;119
1551300;125
1551600;135
1551900;15
1552200;117
1552500;145
1552800;144
1553100;138
1553400;14
1553700;145
1554000;14
1554300;133
1554600;161
1554900;133
1555200;139
1555500;154
1555800;143
1556100;149
1556400;157
1556700;132
1557000;134
1557300;128
1557600;137
1557900;153
1558200;137
1558500;146
1558800;14
1559100;143
1559400;147
1559700;132
1560000;156
1560300;145
1560600;133
1560900;157
1561200;148
1561500;15
1561800;144
1562100;144
1562400;14
1562700;149
1563000;134
1563300;147
1563600;138
1563900;139
1564200;147
1564500;138
1564800;143
1565100;151
1565400;145
1565700;14
1566000;138
1566300;147
1566600;139
1566900;126
1567200;124
1567500;155
1567800;139
1568100;131
1568400;144
1568700;148
1569000;137
1569300;137
