Steps;Cars
1569600;144
1569900;151
1570200;139
1570500;132
1570800;152
1571100;141
1571400;162
1571700;137
1572000;135
1572300;126
1572600;146
1572900;13
1573200;145
1573500;149
1573800;129
1574100;15
1574400;147
1574700;139
1575300;136
1575600;155
1575900;139
1576200;155
1576500;15
1576800;145
1577100;128
1577400;146
1577700;144
1578000;138
1578300;153
1578600;132
1578900;127
1579200;15
1579500;144
1579800;149
1580100;14
1580400;127
1580700;125
1581000;122
1581300;132
1581600;148
1581900;149
1582200;146
1582500;137
1582800;152
1583100;138
1583400;135
1583700;146
1584000;153
1584300;123
1584600;143
1584900;151
1585200;144
1585500;139
1585800;152
1586100;127
1586400;144
1586700;141
1587000;142
1587300;144
1587600;138
1587900;151
1588200;142
1588500;143
1588800;147
1589100;152
1589400;12
1589700;102
1590000;98
1590300;121
1590600;122
1590900;128
1591200;132
1591500;136
1591800;83
1592100;46
1592400;144
1592700;163
1593000;157
1593300;149
1593600;141
1593900;148
1594200;144
1594500;137
1594800;149
1595100;154
1595400;151
1595700;132
1596000;15
1596300;136
1596600;134
1596900;139
1597200;139
1597500;13
1597800;145
1598100;161
1598400;144
1598700;145
1599000;141
1599300;125
1599600;122
1599900;133
1600200;14
1600500;147
1600800;139
1601100;145
1601400;144
1601700;134
1602000;139
1602300;138
1602600;153
1602900;143
1603200;145
1603500;144
1603800;132
1604100;135
1604400;134
1604700;144
1605000;135
1605300;135
1605600;144
1605900;141
1606200;131
1606500;138
1606800;144
1607100;144
1607400;142
1607700;145
1608000;147
1608300;149
1608600;145
1608900;142
1609200;146
1609500;147
1609800;142
1610100;146
1610400;142
1610700;148
1611000;133
1611300;145
1611600;14
1611900;136
1612200;151
1612500;143
1612800;147
1613100;14
1613400;117
1613700;152
1614000;119
1614300;159
1614600;143
1614900;152
1615200;144
1615500;138
1615800;134
1616100;144
1616400;142
1616700;138
1617000;138
1617300;141
1617600;146
1617900;148
1618200;149
1618500;134
1618800;156
1619100;126
1619400;154
1619700;134
1620000;161
1620300;134
1620600;157
1620900;148
1621200;14
1621500;136
1621800;133
1622100;123
1622400;146
1622700;143
1623000;126
1623300;139
1623600;145
1623900;148
1624200;152
1624500;142
1624800;142
1625100;145
1625400;139
1625700;147
1626000;119
1626300;125
1626600;135
1626900;15
1627200;117
1627500;145
1627800;144
1628100;138
1628400;14
1628700;145
1629000;14
1629300;133
1629600;161
1629900;133
1630200;139
1630500;154
1630800;143
1631100;149
1631400;157
1631700;132
1632000;134
1632300;128
1632600;137
1632900;153
1633200;137
1633500;146
1633800;14
1634100;143
1634400;147
1634700;132
1635000;156
1635300;145
1635600;133
1635900;157
1636200;148
1636500;15
1636800;144
1637100;144
1637400;14
1637700;149
1638000;134
1638300;147
1638600;138
1638900;139
1639200;147
1639500;138
1639800;143
1640100;151
1640400;145
1640700;14
1641000;138
1641300;147
1641600;139
1641900;126
1642200;124
1642500;155
1642800;139
1643100;131
1643400;144
1643700;148
1644000;137
1644300;137
1644600;144
1644900;151
1645200;139
1645500;132
1645800;152
1646100;141
1646400;162
1646700;137
1647000;135
1647300;126
1647600;146
1647900;13
1648200;145
1648500;149
1648800;129
1649100;15
1649400;147
1649700;139
1650300;136
1650600;155
1650900;139
1651200;155
1651500;15
1651800;145
1652100;128
1652400;146
1652700;144
1653000;138
1653300;153
1653600;132
1653900;127
1654200;15
1654500;144
1654800;149
1655100;14
1655400;127
1655700;125
1656000;122
1656300;132
1656600;148
1656900;149
1657200;146
1657500;137
1657800;152
1658100;138
1658400;135
1658700;146
1659000;153
1659300;123
1659600;143
1659900;151
1660200;144
1660500;139
1660800;152
1661100;127
1661400;144
1661700;141
1662000;142
1662300;144
1662600;138
1662900;151
1663200;142
1663500;143
1663800;147
1664100;152
1664400;12
1664700;102
1665000;98
1665300;121
1665600;122
1665900;128
1666200;132
1666500;136
1666800;83
1667100;46
1667400;144
1667700;163
1668000;157
1668300;149
1668600;141
1668900;148
1669200;144
1669500;137
1669800;149
1670100;154
1670400;151
1670700;132
1671000;15
1671300;136
1671600;134
1671900;139
1672200;139
1672500;13
1672800;145
1673100;161
1673400;144
1673700;145
1674000;141
1674300;125
1674600;122
1674900;133
1675200;14
1675500;147
1675800;139
1676100;145
1676400;144
1676700;134
1677000;139
1677300;138
1677600;153
1677900;143
1678200;145
1678500;144
1678800;132
1679100;135
1679400;134
1679700;144
1680000;135
1680300;135
1680600;144
1680900;141
1681200;131
1681500;138
1681800;144
1682100;144
1682400;142
1682700;145
1683000;147
1683300;149
1683600;145
1683900;142
1684200;146
1684500;147
1684800;142
1685100;146
1685400;142
1685700;148
1686000;133
1686300;145
1686600;14
1686900;136
1687200;151
1687500;143
1687800;147
1688100;14
1688400;117
1688700;152
1689000;119
1689300;159
1689600;143
1689900;152
1690200;144
1690500;138
1690800;134
1691100;144
1691400;142
1691700;138
1692000;138
1692300;141
1692600;146
1692900;148
1693200;149
1693500;134
1693800;156
1694100;126
1694400;154
1694700;134
1695000;161
1695300;134
1695600;157
1695900;148
1696200;14
1696500;136
1696800;133
1697100;123
1697400;146
1697700;143
1698000;126
1698300;139
1698600;145
1698900;148
1699200;152
1699500;142
1699800;142
1700100;145
1700400;139
1700700;147
1701000;119
1701300;125
1701600;135
1701900;15
1702200;117
1702500;145
1702800;144
1703100;138
1703400;14
1703700;145
1704000;14
1704300;133
1704600;161
1704900;133
1705200;139
1705500;154
1705800;143
1706100;149
1706400;157
1706700;132
1707000;134
1707300;128
1707600;137
1707900;153
1708200;137
1708500;146
1708800;14
1709100;143
1709400;147
1709700;132
1710000;156
1710300;145
1710600;133
1710900;157
1711200;148
1711500;15
1711800;144
1712100;144
1712400;14
1712700;149
1713000;134
1713300;147
1713600;138
1713900;139
1714200;147
1714500;138
1714800;143
1715100;151
1715400;145
1715700;14
1716000;138
1716300;147
1716600;139
1716900;126
1717200;124
1717500;155
1717800;139
1718100;131
1718400;144
1718700;148
1719000;137
1719300;137
1719600;144
1719900;151
1720200;139
1720500;132
1720800;152
1721100;141
1721400;162
1721700;137
1722000;135
1722300;126
1722600;146
1722900;13
1723200;145
1723500;149
1723800;129
1724100;15
1724400;147
1724700;139
1725300;136
1725600;155
1725900;139
1726200;155
1726500;15
1726800;145
1727100;128
1727400;146
1727700;144
1728000;138
1728300;153
1728600;132
1728900;127
1729200;15
1729500;144
1729800;149
1730100;14
1730400;127
1730700;125
1731000;122
1731300;132
1731600;148
1731900;149
1732200;146
1732500;137
1732800;152
1733100;138
1733400;135
1733700;146
1734000;153
1734300;123
1734600;143
1734900;151
1735200;144
1735500;139
1735800;152
1736100;127
1736400;144
1736700;141
1737000;142
1737300;144
1737600;138
1737900;151
1738200;142
1738500;143
1738800;147
1739100;152
1739400;12
1739700;102
1740000;98
1740300;121
1740600;122
1740900;128
1741200;132
1741500;136
1741800;83
1742100;46
1742400;144
1742700;163
1743000;157
1743300;149
1743600;141
1743900;148
1744200;144
1744500;137
1744800;149
1745100;154
1745400;151
1745700;132
1746000;15
1746300;136
1746600;134
1746900;139
1747200;139
1747500;13
1747800;145
1748100;161
1748400;144
1748700;145
1749000;141
1749300;125
1749600;122
1749900;133
1750200;14
1750500;147
1750800;139
1751100;145
1751400;144
1751700;134
1752000;139
1752300;138
1752600;153
1752900;143
1753200;145
1753500;144
1753800;132
1754100;135
1754400;134
1754700;144
1755000;135
1755300;135
1755600;144
1755900;141
1756200;131
1756500;138
1756800;144
1757100;144
1757400;142
1757700;145
1758000;147
1758300;149
1758600;145
1758900;142
1759200;146
1759500;147
1759800;142
1760100;146
1760400;142
1760700;148
1761000;133
1761300;145
1761600;14
1761900;136
1762200;151
1762500;143
1762800;147
1763100;14
1763400;117
1763700;152
1764000;119
1764300;159
1764600;143
1764900;152
1765200;144
1765500;138
1765800;134
1766100;144
1766400;142
1766700;138
1767000;138
1767300;141
1767600;146
1767900;148
1768200;149
1768500;134
1768800;156
1769100;126
1769400;154
1769700;134
1770000;161
1770300;134
1770600;157
1770900;148
1771200;14
1771500;136
1771800;133
1772100;123
1772400;146
1772700;143
1773000;126
1773300;139
1773600;145
1773900;148
1774200;152
1774500;142
1774800;142
1775100;145
1775400;139
1775700;147
1776000;119
1776300;125
1776600;135
1776900;15
1777200;117
1777500;145
1777800;144
1778100;138
1778400;14
1778700;145
1779000;14
1779300;133
1779600;161
1779900;133
1780200;139
1780500;154
1780800;143
1781100;149
1781400;157
1781700;132
1782000;134
1782300;128
1782600;137
1782900;153
1783200;137
1783500;146
1783800;14
1784100;143
1784400;147
1784700;132
1785000;156
1785300;145
1785600;133
1785900;157
1786200;148
1786500;15
1786800;144
1787100;144
1787400;14
1787700;149
1788000;134
1788300;147
1788600;138
1788900;139
1789200;147
1789500;138
1789800;143
1790100;151
1790400;145
1790700;14
1791000;138
1791300;147
1791600;139
1791900;126
1792200;124
1792500;155
1792800;139
1793100;131
1793400;144
1793700;148
1794000;137
1794300;137
1794600;144
1794900;151
1795200;139
1795500;132
1795800;152
1796100;141
1796400;162
1796700;137
1797000;135
1797300;126
1797600;146
1797900;13
1798200;145
1798500;149
1798800;129
1799100;15
1799400;147
1799700;139
1800300;136
1800600;155
1800900;139
1801200;155
1801500;15
1801800;145
1802100;128
1802400;146
1802700;144
1803000;138
1803300;153
1803600;132
1803900;127
1804200;15
1804500;144
1804800;149
1805100;14
1805400;127
1805700;125
1806000;122
1806300;132
1806600;148
1806900;149
1807200;146
1807500;137
1807800;152
1808100;138
1808400;135
1808700;146
1809000;153
1809300;123
1809600;143
1809900;151
1810200;144
1810500;139
1810800;152
1811100;127
1811400;144
1811700;141
1812000;142
1812300;144
1812600;138
1812900;151
1813200;142
1813500;143
1813800;147
1814100;152
1814400;12
1814700;102
1815000;98
1815300;121
1815600;122
1815900;128
1816200;132
1816500;136
1816800;83
1817100;46
1817400;144
1817700;163
1818000;157
1818300;149
1818600;141
1818900;148
1819200;144
1819500;137
1819800;149
1820100;154
1820400;151
1820700;132
1821000;15
1821300;136
1821600;134
1821900;139
1822200;139
1822500;13
1822800;145
1823100;161
1823400;144
1823700;145
1824000;141
1824300;125
1824600;122
1824900;133
1825200;14
1825500;147
1825800;139
1826100;145
1826400;144
1826700;134
1827000;139
1827300;138
1827600;153
1827900;143
1828200;145
1828500;144
1828800;132
1829100;135
1829400;134
1829700;144
1830000;135
1830300;135
1830600;144
1830900;141
1831200;131
1831500;138
1831800;144
1832100;144
1832400;142
1832700;145
1833000;147
1833300;149
1833600;145
1833900;142
1834200;146
1834500;147
1834800;142
1835100;146
1835400;142
1835700;148
1836000;133
1836300;145
1836600;14
1836900;136
1837200;151
1837500;143
1837800;147
1838100;14
1838400;117
1838700;152
1839000;119
1839300;159
1839600;143
1839900;152
1840200;144
1840500;138
1840800;134
1841100;144
1841400;142
1841700;138
1842000;138
1842300;141
1842600;146
1842900;148
1843200;149
1843500;134
1843800;156
1844100;126
1844400;154
1844700;134
1845000;161
1845300;134
1845600;157
1845900;148
1846200;14
1846500;136
1846800;133
1847100;123
1847400;146
1847700;143
1848000;126
1848300;139
1848600;145
1848900;148
1849200;152
1849500;142
1849800;142
1850100;145
1850400;139
1850700;147
1851000;119
1851300;125
1851600;135
1851900;15
1852200;117
1852500;145
1852800;144
1853100;138
1853400;14
1853700;145
1854000;14
1854300;133
1854600;161
1854900;133
1855200;139
1855500;154
1855800;143
1856100;149
1856400;157
1856700;132
1857000;134
1857300;128
1857600;137
1857900;153
1858200;137
1858500;146
1858800;14
1859100;143
1859400;147
1859700;132
1860000;156
1860300;145
1860600;133
1860900;157
1861200;148
1861500;15
1861800;144
1862100;144
1862400;14
1862700;149
1863000;134
1863300;147
1863600;138
1863900;139
1864200;147
1864500;138
1864800;143
1865100;151
1865400;145
1865700;14
1866000;138
1866300;147
1866600;139
1866900;126
1867200;124
1867500;155
1867800;139
1868100;131
1868400;144
1868700;148
1869000;137
1869300;137
1869600;144
1869900;151
1870200;139
1870500;132
1870800;152
1871100;141
1871400;162
1871700;137
1872000;135
1872300;126
1872600;146
1872900;13
1873200;145
1873500;149
1873800;129
1874100;15
1874400;147
1874700;139
1875300;136
1875600;155
1875900;139
1876200;155
1876500;15
1876800;145
1877100;128
1877400;146
1877700;144
1878000;138
1878300;153
1878600;132
1878900;127
1879200;15
1879500;144
1879800;149
1880100;14
1880400;127
1880700;125
1881000;122
1881300;132
1881600;148
1881900;149
1882200;146
1882500;137
1882800;152
1883100;138
1883400;135
1883700;146
1884000;153
1884300;123
1884600;143
1884900;151
1885200;144
1885500;139
1885800;152
1886100;127
1886400;144
1886700;141
1887000;142
1887300;144
1887600;138
1887900;151
1888200;142
1888500;143
1888800;147
1889100;152
1889400;12
1889700;102
1890000;98
1890300;121
1890600;122
1890900;128
1891200;132
1891500;136
1891800;83
1892100;46
1892400;144
1892700;163
1893000;157
1893300;149
1893600;141
1893900;148
1894200;144
1894500;137
1894800;149
1895100;154
1895400;151
1895700;132
1896000;15
1896300;136
1896600;134
1896900;139
1897200;139
1897500;13
1897800;145
1898100;161
1898400;144
1898700;145
1899000;141
1899300;125
1899600;122
1899900;133
1900200;14
1900500;147
1900800;139
1901100;145
1901400;144
1901700;134
1902000;139
1902300;138
1902600;153
1902900;143
1903200;145
1903500;144
1903800;132
1904100;135
1904400;134
1904700;144
1905000;135
1905300;135
1905600;144
1905900;141
1906200;131
1906500;138
1906800;144
1907100;144
1907400;142
1907700;145
1908000;147
1908300;149
1908600;145
1908900;142
1909200;146
1909500;147
1909800;142
1910100;146
1910400;142
1910700;148
1911000;133
1911300;145
1911600;14
1911900;136
1912200;151
1912500;143
1912800;147
1913100;14
1913400;117
1913700;152
1914000;119
1914300;159
1914600;143
1914900;152
1915200;144
1915500;138
1915800;134
1916100;144
1916400;142
1916700;138
1917000;138
1917300;141
1917600;146
1917900;148
1918200;149
1918500;134
1918800;156
1919100;126
1919400;154
1919700;134
1920000;161
1920300;134
1920600;157
1920900;148
1921200;14
1921500;136
1921800;133
1922100;123
1922400;146
1922700;143
1923000;126
1923300;139
1923600;145
1923900;148
1924200;152
1924500;142
1924800;142
1925100;145
1925400;139
1925700;147
1926000;119
1926300;125
1926600;135
1926900;15
1927200;117
1927500;145
1927800;144
1928100;138
1928400;14
1928700;145
1929000;14
1929300;133
1929600;161
1929900;133
1930200;139
1930500;154
1930800;143
1931100;149
1931400;157
1931700;132
1932000;134
1932300;128
1932600;137
1932900;153
1933200;137
1933500;146
1933800;14
1934100;143
1934400;147
1934700;132
1935000;156
1935300;145
1935600;133
1935900;157
1936200;148
1936500;15
1936800;144
1937100;144
1937400;14
1937700;149
1938000;134
1938300;147
1938600;138
1938900;139
1939200;147
1939500;138
1939800;143
1940100;151
1940400;145
1940700;14
1941000;138
1941300;147
1941600;139
1941900;126
1942200;124
1942500;155
1942800;139
1943100;131
1943400;144
1943700;148
1944000;137
1944300;137
1944600;144
1944900;151
1945200;139
1945500;132
1945800;152
1946100;141
1946400;162
1946700;137
1947000;135
1947300;126
1947600;146
1947900;13
1948200;145
1948500;149
1948800;129
1949100;15
1949400;147
1949700;139
1950300;136
1950600;155
1950900;139
1951200;155
1951500;15
1951800;145
1952100;128
1952400;146
1952700;144
1953000;138
1953300;153
1953600;132
1953900;127
1954200;15
1954500;144
1954800;149
1955100;14
1955400;127
1955700;125
1956000;122
1956300;132
1956600;148
1956900;149
1957200;146
1957500;137
1957800;152
1958100;138
1958400;135
1958700;146
1959000;153
1959300;123
1959600;143
1959900;151
1960200;144
1960500;139
1960800;152
1961100;127
1961400;144
1961700;141
1962000;142
1962300;144
1962600;138
1962900;151
1963200;142
1963500;143
1963800;147
1964100;152
1964400;12
1964700;102
1965000;98
1965300;121
1965600;122
1965900;128
1966200;132
1966500;136
1966800;83
1967100;46
1967400;144
1967700;163
1968000;157
1968300;149
1968600;141
1968900;148
1969200;144
1969500;137
1969800;149
1970100;154
1970400;151
1970700;132
1971000;15
1971300;136
1971600;134
1971900;139
1972200;139
1972500;13
1972800;145
1973100;161
1973400;144
1973700;145
1974000;141
1974300;125
1974600;122
1974900;133
1975200;14
1975500;147
1975800;139
1976100;145
1976400;144
1976700;134
1977000;139
1977300;138
1977600;153
1977900;143
1978200;145
1978500;144
1978800;132
1979100;135
1979400;134
1979700;144
1980000;135
1980300;135
1980600;144
1980900;141
1981200;131
1981500;138
1981800;144
1982100;144
1982400;142
1982700;145
1983000;147
1983300;149
1983600;145
1983900;142
1984200;146
1984500;147
1984800;142
1985100;146
1985400;142
1985700;148
1986000;133
1986300;145
1986600;14
1986900;136
1987200;151
1987500;143
1987800;147
1988100;14
1988400;117
1988700;152
1989000;119
1989300;159
1989600;143
1989900;152
1990200;144
1990500;138
1990800;134
1991100;144
1991400;142
1991700;138
1992000;138
1992300;141
1992600;146
1992900;148
1993200;149
1993500;134
1993800;156
1994100;126
1994400;154
1994700;134
1995000;161
1995300;134
1995600;157
1995900;148
1996200;14
1996500;136
1996800;133
1997100;123
1997400;146
1997700;143
1998000;126
1998300;139
1998600;145
1998900;148
1999200;152
1999500;142
1999800;142
2000100;145
2000400;139
2000700;147
2001000;119
2001300;125
2001600;135
2001900;15
2002200;117
2002500;145
2002800;144
2003100;138
2003400;14
2003700;145
2004000;14
2004300;133
2004600;161
2004900;133
2005200;139
2005500;154
2005800;143
2006100;149
2006400;157
2006700;132
2007000;134
2007300;128
2007600;137
2007900;153
2008200;137
2008500;146
2008800;14
2009100;143
2009400;147
2009700;132
2010000;156
2010300;145
2010600;133
2010900;157
2011200;148
2011500;15
2011800;144
2012100;144
2012400;14
2012700;149
2013000;134
2013300;147
2013600;138
2013900;139
2014200;147
2014500;138
2014800;143
2015100;151
2015400;145
2015700;14
2016000;138
2016300;147
2016600;139
2016900;126
2017200;124
2017500;155
2017800;139
2018100;131
2018400;144
2018700;148
2019000;137
2019300;137
2019600;144
2019900;151
2020200;139
2020500;132
2020800;152
2021100;141
2021400;162
2021700;137
2022000;135
2022300;126
2022600;146
2022900;13
2023200;145
2023500;149
2023800;129
2024100;15
2024400;147
2024700;139
2025300;136
2025600;155
2025900;139
2026200;155
2026500;15
2026800;145
2027100;128
2027400;146
2027700;144
2028000;138
2028300;153
2028600;132
2028900;127
2029200;15
2029500;144
2029800;149
2030100;14
2030400;127
2030700;125
2031000;122
2031300;132
2031600;148
2031900;149
2032200;146
2032500;137
2032800;152
2033100;138
2033400;135
2033700;146
2034000;153
2034300;123
2034600;143
2034900;151
2035200;144
2035500;139
2035800;152
2036100;127
2036400;144
2036700;141
2037000;142
2037300;144
2037600;138
2037900;151
2038200;142
2038500;143
2038800;147
2039100;152
2039400;12
2039700;102
2040000;98
2040300;121
2040600;122
2040900;128
2041200;132
2041500;136
2041800;83
2042100;46
2042400;144
2042700;163
2043000;157
2043300;149
2043600;141
2043900;148
2044200;144
2044500;137
2044800;149
2045100;154
2045400;151
2045700;132
2046000;15
2046300;136
2046600;134
2046900;139
2047200;139
2047500;13
2047800;145
2048100;161
2048400;144
2048700;145
2049000;141
2049300;125
2049600;122
2049900;133
2050200;14
2050500;147
2050800;139
2051100;145
2051400;144
2051700;134
2052000;139
2052300;138
2052600;153
2052900;143
2053200;145
2053500;144
2053800;132
2054100;135
2054400;134
2054700;144
2055000;135
2055300;135
2055600;144
2055900;141
2056200;131
2056500;138
2056800;144
2057100;144
2057400;142
2057700;145
2058000;147
2058300;149
2058600;145
2058900;142
2059200;146
2059500;147
2059800;142
2060100;146
2060400;142
2060700;148
2061000;133
2061300;145
2061600;14
2061900;136
2062200;151
2062500;143
2062800;147
2063100;14
2063400;117
2063700;152
2064000;119
2064300;159
2064600;143
2064900;152
2065200;144
2065500;138
2065800;134
2066100;144
2066400;142
2066700;138
2067000;138
2067300;141
2067600;146
2067900;148
2068200;149
2068500;134
2068800;156
2069100;126
2069400;154
2069700;134
2070000;161
2070300;134
2070600;157
2070900;148
2071200;14
2071500;136
2071800;133
2072100;123
2072400;146
2072700;143
2073000;126
2073300;139
2073600;145
2073900;148
2074200;152
2074500;142
2074800;142
2075100;145
2075400;139
2075700;147
2076000;119
2076300;125
2076600;135
2076900;15
2077200;117
2077500;145
2077800;144
2078100;138
2078400;14
2078700;145
2079000;14
2079300;133
2079600;161
2079900;133
2080200;139
2080500;154
2080800;143
2081100;149
2081400;157
2081700;132
2082000;134
2082300;128
2082600;137
2082900;153
2083200;137
2083500;146
2083800;14
2084100;143
2084400;147
2084700;132
2085000;156
2085300;145
2085600;133
2085900;157
2086200;148
2086500;15
2086800;144
2087100;144
2087400;14
2087700;149
2088000;134
2088300;147
2088600;138
2088900;139
2089200;147
2089500;138
2089800;143
2090100;151
2090400;145
2090700;14
2091000;138
2091300;147
2091600;139
2091900;126
2092200;124
2092500;155
2092800;139
2093100;131
2093400;144
2093700;148
2094000;137
2094300;137
2094600;144
2094900;151
2095200;139
2095500;132
2095800;152
2096100;141
2096400;162
2096700;137
2097000;135
2097300;126
2097600;146
2097900;13
2098200;145
2098500;149
2098800;129
2099100;15
2099400;147
2099700;139
2100300;136
2100600;155
2100900;139
2101200;155
2101500;15
2101800;145
2102100;128
2102400;146
2102700;144
2103000;138
2103300;153
2103600;132
2103900;127
2104200;15
2104500;144
2104800;149
2105100;14
2105400;127
2105700;125
2106000;122
2106300;132
2106600;148
2106900;149
2107200;146
2107500;137
2107800;152
2108100;138
2108400;135
2108700;146
2109000;153
2109300;123
2109600;143
2109900;151
2110200;144
2110500;139
2110800;152
2111100;127
2111400;144
2111700;141
2112000;142
2112300;144
2112600;138
2112900;151
2113200;142
2113500;143
2113800;147
2114100;152
2114400;12
2114700;102
2115000;98
2115300;121
2115600;122
2115900;128
2116200;132
2116500;136
2116800;83
2117100;46
2117400;144
2117700;163
2118000;157
2118300;149
2118600;141
2118900;148
2119200;144
2119500;137
2119800;149
2120100;154
2120400;151
2120700;132
2121000;15
2121300;136
2121600;134
2121900;139
2122200;139
2122500;13
2122800;145
2123100;161
2123400;144
2123700;145
2124000;141
2124300;125
2124600;122
2124900;133
2125200;14
2125500;147
2125800;139
2126100;145
2126400;144
2126700;134
2127000;139
2127300;138
2127600;153
2127900;143
2128200;145
2128500;144
2128800;132
2129100;135
2129400;134
2129700;144
2130000;135
2130300;135
2130600;144
2130900;141
2131200;131
2131500;138
2131800;144
2132100;144
2132400;142
2132700;145
2133000;147
2133300;149
2133600;145
2133900;142
2134200;146
2134500;147
2134800;142
2135100;146
2135400;142
2135700;148
2136000;133
2136300;145
2136600;14
2136900;136
2137200;151
2137500;143
2137800;147
2138100;14
2138400;117
2138700;152
2139000;119
2139300;159
2139600;143
2139900;152
2140200;144
2140500;138
2140800;134
2141100;144
2141400;142
2141700;138
2142000;138
2142300;141
2142600;146
2142900;148
2143200;149
2143500;134
2143800;156
2144100;126
2144400;154
2144700;134
2145000;161
2145300;134
2145600;157
2145900;148
2146200;14
2146500;136
2146800;133
2147100;123
2147400;146
2147700;143
2148000;126
2148300;139
2148600;145
2148900;148
2149200;152
2149500;142
2149800;142
2150100;145
2150400;139
2150700;147
2151000;119
2151300;125
2151600;135
2151900;15
2152200;117
2152500;145
2152800;144
2153100;138
2153400;14
2153700;145
2154000;14
2154300;133
2154600;161
2154900;133
2155200;139
2155500;154
2155800;143
2156100;149
2156400;157
2156700;132
2157000;134
2157300;128
2157600;137
2157900;153
2158200;137
2158500;146
2158800;14
2159100;143
2159400;147
2159700;132
2160000;156
2160300;145
2160600;133
2160900;157
2161200;148
2161500;15
2161800;144
2162100;144
2162400;14
2162700;149
2163000;134
2163300;147
2163600;138
2163900;139
2164200;147
2164500;138
2164800;143
2165100;151
2165400;145
2165700;14
2166000;138
2166300;147
2166600;139
2166900;126
2167200;124
2167500;155
2167800;139
2168100;131
2168400;144
2168700;148
2169000;137
2169300;137
2169600;144
2169900;151
2170200;139
2170500;132
2170800;152
2171100;141
2171400;162
2171700;137
2172000;135
2172300;126
2172600;146
2172900;13
2173200;145
2173500;149
2173800;129
2174100;15
2174400;147
2174700;139
2175300;136
2175600;155
2175900;139
2176200;155
2176500;15
2176800;145
2177100;128
2177400;146
2177700;144
2178000;138
2178300;153
2178600;132
2178900;127
2179200;15
2179500;144
2179800;149
2180100;14
2180400;127
2180700;125
2181000;122
2181300;132
2181600;148
2181900;149
2182200;146
2182500;137
2182800;152
2183100;138
2183400;135
2183700;146
2184000;153
2184300;123
2184600;143
2184900;151
2185200;144
2185500;139
2185800;152
2186100;127
2186400;144
2186700;141
2187000;142
2187300;144
2187600;138
2187900;151
2188200;142
2188500;143
2188800;147
2189100;152
2189400;12
2189700;102
2190000;98
2190300;121
2190600;122
2190900;128
2191200;132
2191500;136
2191800;83
2192100;46
2192400;144
2192700;163
2193000;157
2193300;149
2193600;141
2193900;148
2194200;144
2194500;137
2194800;149
2195100;154
2195400;151
2195700;132
2196000;15
2196300;136
2196600;134
2196900;139
2197200;139
2197500;13
2197800;145
2198100;161
2198400;144
2198700;145
2199000;141
2199300;125
2199600;122
2199900;133
2200200;14
2200500;147
2200800;139
2201100;145
2201400;144
2201700;134
2202000;139
2202300;138
2202600;153
2202900;143
2203200;145
2203500;144
2203800;132
2204100;135
2204400;134
2204700;144
2205000;135
2205300;135
2205600;144
2205900;141
2206200;131
2206500;138
2206800;144
2207100;144
2207400;142
2207700;145
2208000;147
2208300;149
2208600;145
2208900;142
2209200;146
2209500;147
2209800;142
2210100;146
2210400;142
2210700;148
2211000;133
2211300;145
2211600;14
2211900;136
2212200;151
2212500;143
2212800;147
2213100;14
2213400;117
2213700;152
2214000;119
2214300;159
2214600;143
2214900;152
2215200;144
2215500;138
2215800;134
2216100;144
2216400;142
2216700;138
2217000;138
2217300;141
2217600;146
2217900;148
2218200;149
2218500;134
2218800;156
2219100;126
2219400;154
2219700;134
2220000;161
2220300;134
2220600;157
2220900;148
2221200;14
2221500;136
2221800;133
2222100;123
2222400;146
2222700;143
2223000;126
2223300;139
2223600;145
2223900;148
2224200;152
2224500;142
2224800;142
2225100;145
2225400;139
2225700;147
2226000;119
2226300;125
2226600;135
2226900;15
2227200;117
2227500;145
2227800;144
2228100;138
2228400;14
2228700;145
2229000;14
2229300;133
2229600;161
2229900;133
2230200;139
2230500;154
2230800;143
2231100;149
2231400;157
2231700;132
2232000;134
2232300;128
2232600;137
2232900;153
2233200;137
2233500;146
2233800;14
2234100;143
2234400;147
2234700;132
2235000;156
2235300;145
2235600;133
2235900;157
2236200;148
2236500;15
2236800;144
2237100;144
2237400;14
2237700;149
2238000;134
2238300;147
2238600;138
2238900;139
2239200;147
2239500;138
2239800;143
2240100;151
2240400;145
2240700;14
2241000;138
2241300;147
2241600;139
2241900;126
2242200;124
2242500;155
2242800;139
2243100;131
2243400;144
2243700;148
2244000;137
2244300;137
2244600;144
2244900;151
2245200;139
2245500;132
2245800;152
2246100;141
2246400;162
2246700;137
2247000;135
2247300;126
2247600;146
2247900;13
2248200;145
2248500;149
2248800;129
2249100;15
2249400;147
2249700;139
2250300;136
2250600;155
2250900;139
2251200;155
2251500;15
2251800;145
2252100;128
2252400;146
2252700;144
2253000;138
2253300;153
2253600;132
2253900;127
2254200;15
2254500;144
2254800;149
2255100;14
2255400;127
2255700;125
2256000;122
2256300;132
2256600;148
2256900;149
2257200;146
2257500;137
2257800;152
2258100;138
2258400;135
2258700;146
2259000;153
2259300;123
2259600;143
2259900;151
2260200;144
2260500;139
2260800;152
2261100;127
2261400;144
2261700;141
2262000;142
2262300;144
2262600;138
2262900;151
2263200;142
2263500;143
2263800;147
2264100;152
2264400;12
2264700;102
2265000;98
2265300;121
2265600;122
2265900;128
2266200;132
2266500;136
2266800;83
2267100;46
2267400;144
2267700;163
2268000;157
2268300;149
2268600;141
2268900;148
2269200;144
2269500;137
2269800;149
2270100;154
2270400;151
2270700;132
2271000;15
2271300;136
2271600;134
2271900;139
